video_id,frame_file,sport,frame_number,caption_by_blip
video6973,video6973_frame_008.jpg,tennis,8,a tennis player is hitting the ball with his racket
video6973,video6973_frame_009.jpg,tennis,9,a man is standing on a gymnastics court
video6973,video6973_frame_010.jpg,tennis,10,a basketball player is standing on the court
video6973,video6973_frame_011.jpg,tennis,11,a woman is running on a track
video6979,video6979_frame_000.jpg,tennis,0,a woman playing tennis
video6979,video6979_frame_001.jpg,tennis,1,a woman is playing tennis on a court
video6979,video6979_frame_002.jpg,tennis,2,a woman in a red shirt playing tennis
video6979,video6979_frame_003.jpg,tennis,3,a woman is playing tennis on the court
video6979,video6979_frame_004.jpg,tennis,4,a woman in a red shirt is playing tennis
video6979,video6979_frame_005.jpg,tennis,5,a woman is playing tennis on a court
video6979,video6979_frame_006.jpg,tennis,6,a woman is playing tennis on a court
video6979,video6979_frame_007.jpg,tennis,7,a woman in a bikini playing tennis
video6979,video6979_frame_008.jpg,tennis,8,a woman is playing tennis on a court
video6979,video6979_frame_009.jpg,tennis,9,a woman is playing tennis on a court
video6979,video6979_frame_010.jpg,tennis,10,a woman in a red shirt is playing tennis
video6979,video6979_frame_011.jpg,tennis,11,a woman is playing tennis on a court
video7190,video7190_frame_000.jpg,tennis,0,table tennis - table tennis - table tennis - table tennis - table tennis - table tennis - table tennis - table tennis - table tennis - table
video7190,video7190_frame_001.jpg,tennis,1,table tennis player is playing ping po
video7190,video7190_frame_002.jpg,tennis,2,table tennis players are playing ping po
video7190,video7190_frame_003.jpg,tennis,3,table tennis players playing a game of ping
video7190,video7190_frame_004.jpg,tennis,4,table tennis players playing a game of ping
video7190,video7190_frame_005.jpg,tennis,5,table tennis is a popular sport in china
video7190,video7190_frame_006.jpg,tennis,6,a table tennis game with two people playing
video7190,video7190_frame_007.jpg,tennis,7,a table tennis player is about to hit the ball
video7190,video7190_frame_008.jpg,tennis,8,a table tennis game with two people playing
video7190,video7190_frame_009.jpg,tennis,9,table tennis players playing a game of ping
video7190,video7190_frame_010.jpg,tennis,10,table tennis players playing a game on a court
video7190,video7190_frame_011.jpg,tennis,11,a table tennis game with two players playing
video787,video787_frame_000.jpg,tennis,0,a man is standing on a ladder with a red shirt
video787,video787_frame_001.jpg,tennis,1,a man is standing in front of a tv screen
video787,video787_frame_002.jpg,tennis,2,a man standing on top of a wooden floor
video787,video787_frame_003.jpg,tennis,3,a man is playing tennis on a court
video787,video787_frame_004.jpg,tennis,4,a man with a black shirt and a black shirt
video787,video787_frame_005.jpg,tennis,5,a man is playing tennis on a court
video787,video787_frame_006.jpg,tennis,6,a person is holding their hands in the air
video787,video787_frame_007.jpg,tennis,7,a man in a blue shirt is looking up
video787,video787_frame_008.jpg,tennis,8,a man in a black shirt is standing in front of a wooden wall
video787,video787_frame_009.jpg,tennis,9,a man in a blue shirt is standing in front of a wooden wall
video787,video787_frame_010.jpg,tennis,10,a man in a black shirt is standing in front of a wooden wall
video787,video787_frame_011.jpg,tennis,11,a man in a black shirt sitting down
video8104,video8104_frame_000.jpg,tennis,0,a video of a tennis player holding a ball
video8104,video8104_frame_001.jpg,tennis,1,a man in yellow shirt playing tennis on a court
video8104,video8104_frame_002.jpg,tennis,2,a man in yellow shirt playing tennis on a court
video8104,video8104_frame_003.jpg,tennis,3,a man in yellow shirt playing tennis on a court
video8104,video8104_frame_004.jpg,tennis,4,a man playing tennis on a court with a crowd watching
video8104,video8104_frame_005.jpg,tennis,5,a man playing tennis on a court with a crowd watching
video8104,video8104_frame_006.jpg,tennis,6,a man playing tennis in a large arena
video8104,video8104_frame_007.jpg,tennis,7,a man playing tennis in a large arena
video8104,video8104_frame_008.jpg,tennis,8,a tennis player is about to hit the ball
video8104,video8104_frame_009.jpg,tennis,9,a man in yellow shirt playing tennis on a court
video8104,video8104_frame_010.jpg,tennis,10,a man playing badminton in a large arena
video8104,video8104_frame_011.jpg,tennis,11,a tennis player is playing tennis on a court
video8699,video8699_frame_000.jpg,tennis,0,a man is playing table tennis with a woman
video8699,video8699_frame_001.jpg,tennis,1,two women playing badminton on a court
video8699,video8699_frame_002.jpg,tennis,2,a man playing tennis on a court with a ball
video8699,video8699_frame_003.jpg,tennis,3,two women playing badminton on a court
video8699,video8699_frame_004.jpg,tennis,4,a man playing badminton on a court
video8699,video8699_frame_005.jpg,tennis,5,a man playing tennis on a court at night
video8699,video8699_frame_006.jpg,tennis,6,a man playing tennis on a court with a crowd watching
video8699,video8699_frame_007.jpg,tennis,7,a man playing tennis on a court with a crowd watching
video8699,video8699_frame_008.jpg,tennis,8,a man is playing tennis on a court
video8699,video8699_frame_009.jpg,tennis,9,a man playing tennis on a court with a crowd watching
video8699,video8699_frame_010.jpg,tennis,10,a man playing tennis on a court with a crowd watching
video8699,video8699_frame_011.jpg,tennis,11,a man playing tennis on a court with a crowd watching
video8706,video8706_frame_000.jpg,tennis,0,a man in a white shirt and sunglasses is holding a cell
video8706,video8706_frame_001.jpg,tennis,1,a woman playing tennis on a court
video8706,video8706_frame_002.jpg,tennis,2,a woman playing tennis on a court
video8706,video8706_frame_003.jpg,tennis,3,a woman is playing tennis on a court
video8706,video8706_frame_004.jpg,tennis,4,a tennis player is playing a game on a court
video8706,video8706_frame_005.jpg,tennis,5,a woman playing tennis on a court
video8706,video8706_frame_006.jpg,tennis,6,a tennis player is playing a game on a court
video8706,video8706_frame_007.jpg,tennis,7,a man playing tennis on a court with a crowd watching
video8706,video8706_frame_008.jpg,tennis,8,a woman playing tennis on a court
video8706,video8706_frame_009.jpg,tennis,9,a woman is playing tennis on a court
video8706,video8706_frame_010.jpg,tennis,10,a man is playing tennis on a court
video8706,video8706_frame_011.jpg,tennis,11,a tennis player is playing a game on the court
video9363,video9363_frame_000.jpg,tennis,0,a woman in white shirt standing in front of a crowd
video9363,video9363_frame_001.jpg,tennis,1,a woman walking through a crowd of people
video9363,video9363_frame_002.jpg,tennis,2,a man in white shirt and black pants walking through crowd
video9363,video9363_frame_003.jpg,tennis,3,a crowd of people are gathered in a crowd
video9363,video9363_frame_004.jpg,tennis,4,a man holding a tennis racket in his hand
video9363,video9363_frame_005.jpg,tennis,5,a man in a white shirt and tie is holding a microphone
video9363,video9363_frame_006.jpg,tennis,6,a man in a red uniform is playing basketball
video9363,video9363_frame_007.jpg,tennis,7,a man is being carried by a woman
video9363,video9363_frame_008.jpg,tennis,8,a man in a suit and tie sitting on a bench
video9363,video9363_frame_009.jpg,tennis,9,a video of a man being thrown from a building in the city
video9363,video9363_frame_010.jpg,tennis,10,a crowd of people are gathered in a stadium
video9363,video9363_frame_011.jpg,tennis,11,a man is being filmed by a crowd
